user_id,variant,device,country,prior_30d_sessions,converted_7d,sessions_7d,revenue_7d
U00337,treatment,mobile,US,3,0,5,0.0
U00338,control,desktop,US,5,0,3,0.0
U00339,control,mobile,UK,4,0,4,0.0
U00340,control,console,UK,7,0,5,0.0
U00341,treatment,mobile,DE,4,0,3,0.0
U00342,control,console,US,5,0,1,0.0
U00343,control,mobile,US,4,0,5,0.0
U00344,control,mobile,FR,6,0,4,0.0
U00345,treatment,desktop,UK,4,1,2,7.06
U00346,control,console,US,6,0,3,0.0
U00347,treatment,console,DE,4,1,6,23.99
U00348,treatment,desktop,UK,4,0,5,0.0
U00349,treatment,mobile,US,6,0,4,0.0
U00350,control,mobile,UK,13,0,9,0.0
U00351,treatment,desktop,FR,4,0,4,0.0
U00352,treatment,mobile,DE,6,0,8,0.0
U00353,control,console,DE,4,0,3,0.0
U00354,treatment,desktop,US,3,0,3,0.0
U00355,treatment,console,DE,4,0,2,0.0
U00356,control,console,US,8,0,7,0.0
U00357,treatment,mobile,US,4,1,8,25.31
U00358,treatment,mobile,UK,5,0,5,0.0
U00359,treatment,console,UK,6,0,6,0.0
U00360,control,mobile,UK,5,0,3,0.0
U00361,treatment,desktop,US,5,0,2,0.0
U00362,control,console,UK,7,0,2,0.0
U00363,treatment,mobile,UK,4,0,5,0.0
U00364,control,console,FR,6,1,6,11.05
U00365,control,mobile,US,3,0,3,0.0
U00366,control,desktop,DE,7,0,2,0.0
U00367,control,mobile,US,3,0,3,0.0
U00368,control,desktop,UK,5,0,3,0.0
U00369,treatment,mobile,CA,3,0,5,0.0
U00370,treatment,mobile,UK,6,1,6,25.57
U00371,treatment,mobile,FR,3,0,3,0.0
U00372,control,mobile,DE,3,0,5,0.0
U00373,control,desktop,US,4,0,4,0.0
U00374,treatment,mobile,DE,4,0,3,0.0
U00375,control,mobile,FR,4,0,3,0.0
U00376,treatment,mobile,FR,2,0,4,0.0
U00377,control,mobile,US,7,0,3,0.0
U00378,control,mobile,US,2,0,2,0.0
U00379,treatment,mobile,US,9,1,9,8.66
U00380,control,desktop,UK,7,0,4,0.0
U00381,control,desktop,US,7,1,4,2.26
U00382,treatment,desktop,DE,4,0,2,0.0
U00383,treatment,mobile,US,7,0,4,0.0
U00384,control,console,FR,2,0,1,0.0
U00385,control,desktop,CA,4,0,2,0.0
U00386,control,desktop,UK,2,0,6,0.0
U00387,control,mobile,US,3,0,1,0.0
U00388,control,mobile,US,4,0,8,0.0
U00389,treatment,desktop,UK,4,0,3,0.0
U00390,treatment,mobile,UK,4,0,2,0.0
U00391,treatment,desktop,CA,3,0,3,0.0
U00392,treatment,mobile,UK,5,0,4,0.0
U00393,treatment,mobile,US,4,0,1,0.0
U00394,treatment,mobile,US,4,1,3,8.41
U00395,control,mobile,UK,5,0,5,0.0
U00396,control,mobile,FR,5,0,6,0.0
U00397,control,mobile,FR,3,0,2,0.0
U00398,control,desktop,US,3,0,2,0.0
U00399,control,mobile,US,11,1,8,20.51
U00400,control,desktop,FR,3,0,4,0.0
U00401,treatment,console,DE,5,0,8,0.0
U00402,control,console,US,5,1,4,9.15
U00403,control,desktop,US,6,0,2,0.0
U00404,control,mobile,US,5,0,4,0.0
U00405,control,desktop,US,3,0,7,0.0
U00406,treatment,console,US,5,1,8,13.36
U00407,treatment,desktop,DE,3,0,4,0.0
U00408,control,mobile,US,4,0,2,0.0
U00409,control,console,DE,5,0,2,0.0
U00410,treatment,mobile,DE,6,0,3,0.0
U00411,treatment,console,FR,3,0,2,0.0
U00412,control,mobile,US,5,0,4,0.0
U00413,control,mobile,UK,6,0,3,0.0
U00414,treatment,console,DE,2,0,5,0.0
U00415,treatment,desktop,FR,2,0,4,0.0
U00416,treatment,desktop,UK,6,0,4,0.0
U00417,treatment,console,FR,6,0,3,0.0
U00418,treatment,console,CA,5,0,3,0.0
U00419,control,desktop,DE,4,1,6,14.06
U00420,treatment,console,UK,5,0,6,0.0
U00421,control,mobile,DE,3,0,6,0.0
U00422,treatment,mobile,US,4,0,1,0.0
U00423,control,console,US,4,0,5,0.0
U00424,treatment,mobile,UK,2,0,5,0.0
U00425,control,console,DE,5,0,2,0.0
U00426,treatment,mobile,US,6,0,5,0.0
U00427,treatment,mobile,US,7,0,6,0.0
U00428,treatment,mobile,US,11,0,10,0.0
U00429,treatment,desktop,US,6,0,3,0.0
U00430,treatment,console,US,5,1,9,15.31
U00431,control,mobile,US,7,0,6,0.0
U00432,control,mobile,UK,6,0,4,0.0
U00433,treatment,mobile,US,2,0,2,0.0
U00434,control,mobile,UK,5,0,6,0.0
U00435,control,desktop,FR,3,0,4,0.0
U00436,treatment,desktop,US,5,0,3,0.0
U00437,control,mobile,FR,7,0,2,0.0
U00438,control,mobile,US,4,0,1,0.0
U00439,treatment,desktop,UK,5,1,6,11.79
U00440,control,mobile,US,5,0,5,0.0
U00441,treatment,mobile,US,6,0,5,0.0
U00442,treatment,desktop,US,5,0,3,0.0
U00443,treatment,mobile,FR,4,0,1,0.0
U00444,treatment,mobile,UK,8,0,1,0.0
U00445,treatment,mobile,US,7,1,3,6.06
U00446,treatment,console,UK,4,0,3,0.0
U00447,control,mobile,US,3,1,3,7.56
U00448,treatment,console,US,3,0,2,0.0
U00449,control,desktop,UK,3,0,1,0.0
U00450,control,desktop,UK,14,1,7,11.96
U00451,treatment,console,DE,3,0,2,0.0
U00452,control,mobile,US,5,0,4,0.0
U00453,control,mobile,US,6,0,2,0.0
U00454,treatment,mobile,DE,6,0,4,0.0
U00455,treatment,desktop,UK,6,0,3,0.0
U00456,control,desktop,FR,5,1,5,11.86
U00457,control,console,FR,4,0,8,0.0
U00458,control,desktop,US,6,0,3,0.0
U00459,control,mobile,US,6,0,1,0.0
U00460,control,mobile,US,7,0,3,0.0
U00461,control,mobile,FR,4,0,2,0.0
U00462,control,console,UK,6,0,2,0.0
U00463,control,mobile,DE,6,0,3,0.0
U00464,control,console,US,3,0,3,0.0
U00465,treatment,mobile,FR,3,0,6,0.0
U00466,control,desktop,CA,8,0,3,0.0
U00467,treatment,mobile,US,6,0,3,0.0
U00468,control,console,US,7,0,4,0.0
U00469,control,mobile,US,3,0,2,0.0
U00470,treatment,desktop,US,8,1,2,10.6
U00471,control,console,UK,4,1,4,33.41
U00472,control,desktop,US,5,1,2,26.79
U00473,treatment,mobile,DE,3,0,2,0.0
U00474,control,console,CA,9,1,2,12.55
U00475,control,mobile,DE,3,0,1,0.0
U00476,control,mobile,DE,6,0,3,0.0
U00477,treatment,desktop,US,3,0,5,0.0
U00478,treatment,console,UK,5,0,3,0.0
U00479,treatment,mobile,DE,3,1,3,18.69
U00480,control,console,DE,10,0,1,0.0
U00481,treatment,desktop,FR,4,0,1,0.0
U00482,treatment,desktop,US,5,0,4,0.0
U00483,control,mobile,UK,3,0,7,0.0
U00484,control,desktop,US,1,0,0,0.0
U00485,control,mobile,US,5,0,2,0.0
U00486,control,mobile,US,5,1,5,11.42
U00487,treatment,mobile,UK,4,0,3,0.0
U00488,control,console,UK,5,0,5,0.0
U00489,treatment,mobile,US,5,0,4,0.0
U00490,treatment,mobile,US,5,0,3,0.0
U00491,control,mobile,CA,3,0,4,0.0
U00492,control,mobile,FR,8,1,3,26.57
U00493,treatment,console,UK,7,0,2,0.0
U00494,control,desktop,FR,7,0,2,0.0
U00495,control,desktop,US,6,0,5,0.0
U00496,treatment,console,CA,6,0,1,0.0
U00497,treatment,mobile,DE,7,1,4,52.58
U00498,treatment,console,US,10,0,2,0.0
U00499,treatment,console,UK,6,1,5,7.97
U00500,treatment,desktop,CA,4,0,7,0.0
U00501,treatment,desktop,CA,2,0,2,0.0
U00502,control,mobile,US,8,0,2,0.0
U00503,control,console,US,6,0,4,0.0
U00504,control,mobile,US,5,1,5,39.72
U00505,control,desktop,FR,4,0,3,0.0
U00506,control,mobile,US,2,0,5,0.0
U00507,control,desktop,UK,5,0,3,0.0
U00508,treatment,console,US,3,0,3,0.0
U00509,treatment,desktop,US,8,0,5,0.0
U00510,control,mobile,US,5,0,8,0.0
U00511,control,desktop,FR,6,0,2,0.0
U00512,control,console,CA,9,1,1,29.99
U00513,treatment,desktop,US,3,0,3,0.0
U00514,control,console,FR,4,0,2,0.0
U00515,treatment,console,DE,9,0,2,0.0
U00516,treatment,console,US,6,0,2,0.0
U00517,treatment,mobile,UK,4,0,3,0.0
U00518,control,desktop,US,5,0,1,0.0
U00519,control,console,CA,5,0,7,0.0
U00520,control,console,DE,5,0,4,0.0
U00521,treatment,mobile,US,6,0,7,0.0
U00522,treatment,mobile,UK,9,0,1,0.0
U00523,treatment,mobile,US,5,0,2,0.0
U00524,control,console,US,4,0,2,0.0
U00525,treatment,console,DE,3,0,0,0.0
U00526,control,desktop,FR,7,1,2,17.6
U00527,control,mobile,US,5,1,1,4.05
U00528,control,mobile,US,5,0,2,0.0
U00529,treatment,console,US,3,1,2,17.03
U00530,treatment,mobile,UK,2,0,0,0.0
U00531,treatment,mobile,UK,5,0,2,0.0
U00532,treatment,mobile,US,2,1,3,14.22
U00533,control,console,FR,7,0,4,0.0
U00534,treatment,desktop,US,7,0,1,0.0
U00535,control,mobile,FR,5,0,2,0.0
U00536,control,mobile,CA,6,0,5,0.0
U00537,treatment,console,UK,6,0,7,0.0
U00538,treatment,mobile,DE,9,0,1,0.0
U00539,control,mobile,UK,7,0,3,0.0
U00540,control,mobile,UK,3,0,7,0.0
U00541,control,mobile,US,6,1,4,48.87
U00542,control,console,UK,7,0,3,0.0
U00543,control,console,DE,9,0,6,0.0
U00544,treatment,mobile,DE,7,0,2,0.0
U00545,control,console,DE,5,0,4,0.0
U00546,treatment,mobile,US,4,0,3,0.0
U00547,treatment,console,FR,5,0,5,0.0
U00548,control,mobile,FR,3,0,0,0.0
U00549,treatment,mobile,FR,5,1,8,12.75
U00550,control,console,DE,6,0,1,0.0
U00551,control,console,US,3,0,1,0.0
U00552,control,console,US,4,0,3,0.0
U00553,treatment,desktop,US,2,1,4,11.67
U00554,treatment,console,UK,2,0,3,0.0
U00555,control,desktop,FR,6,1,4,27.54
U00556,treatment,mobile,CA,5,0,5,0.0
U00557,treatment,desktop,CA,7,0,3,0.0
U00558,treatment,desktop,US,7,0,2,0.0
U00559,control,desktop,UK,4,1,4,13.36
U00560,treatment,console,UK,5,0,1,0.0
U00561,treatment,desktop,FR,5,0,3,0.0
U00562,control,mobile,DE,5,0,2,0.0
U00563,treatment,mobile,FR,6,0,0,0.0
U00564,treatment,console,CA,6,0,5,0.0
U00565,control,mobile,US,4,0,3,0.0
U00566,treatment,console,US,4,0,1,0.0
U00567,control,mobile,FR,5,0,4,0.0
U00568,control,mobile,US,6,0,5,0.0
U00569,treatment,console,US,4,0,2,0.0
U00570,control,mobile,US,7,0,5,0.0
U00571,control,console,US,7,0,4,0.0
U00572,treatment,mobile,CA,4,0,4,0.0
U00573,control,desktop,UK,1,0,3,0.0
U00574,control,desktop,US,9,0,5,0.0
U00575,treatment,console,CA,3,0,2,0.0
U00576,treatment,mobile,US,2,0,3,0.0
U00577,control,mobile,DE,8,0,3,0.0
U00578,control,desktop,CA,8,0,3,0.0
U00579,treatment,console,US,3,0,1,0.0
U00580,treatment,console,UK,2,0,0,0.0
U00581,treatment,console,UK,3,0,2,0.0
U00582,treatment,desktop,UK,10,0,2,0.0
U00583,control,desktop,US,2,1,3,13.11
U00584,control,console,UK,5,0,2,0.0
U00585,treatment,console,US,4,0,8,0.0
U00586,control,console,FR,4,0,4,0.0
U00587,treatment,console,US,11,0,2,0.0
U00588,control,console,US,3,0,2,0.0
U00589,control,mobile,UK,5,0,3,0.0
U00590,treatment,mobile,DE,3,0,0,0.0
U00591,treatment,console,US,4,0,6,0.0
U00592,control,desktop,UK,6,0,2,0.0
U00593,treatment,mobile,CA,8,1,2,13.34
U00594,treatment,desktop,FR,4,0,4,0.0
U00595,treatment,desktop,DE,6,0,4,0.0
U00596,treatment,console,DE,2,0,2,0.0
U00597,control,console,US,9,0,6,0.0
U00598,treatment,mobile,US,7,0,7,0.0
U00599,treatment,desktop,US,4,0,1,0.0
U00600,treatment,mobile,FR,5,0,4,0.0
U00601,treatment,console,CA,5,0,2,0.0
U00602,treatment,mobile,DE,5,0,4,0.0
U00603,treatment,desktop,US,7,0,1,0.0
U00604,treatment,desktop,DE,6,0,5,0.0
